,zVIX,zCRED,zMOVE,zDXY,composite_eqw,composite_pca1,state_eqw,state_pca1
2024-02-15,-0.6766235384426024,0.5018413368052188,0.7735065216608606,1.5225160049537831,0.5303100812443151,0.5255685073242378,off,neutral
2024-02-16,-0.6512950861872893,0.49623408354994114,0.687816058603619,1.5198709549527274,0.5131565027297496,0.49020132549638923,neutral,neutral
2024-02-19,-0.5996604014244222,0.4961614558234097,0.6876970657107392,1.5192802219579762,0.5258695855169258,0.5183947706545902,off,neutral
2024-02-20,-0.5217199413873415,0.507098741411037,0.7414580426027692,1.4981837893347054,0.5562551579902926,0.5824182755525067,off,neutral
2024-02-21,-0.5304141362394604,0.5010346506049015,0.8375385503052416,1.4904368880490808,0.5746489881799408,0.6240525453338073,off,neutral
2024-02-22,-0.6180611846477885,0.47290769085233025,0.8764494039375538,1.4847478737519477,0.5540109459735107,0.5854098530710317,off,neutral
2024-02-23,-0.7045941973437215,0.4930621619992245,0.6607294397753332,1.482140209937254,0.48283440359202257,0.4244231153675534,neutral,neutral
2024-02-26,-0.7055671790205158,0.4937390637163772,0.7334586214958255,1.4703118049615516,0.49798557778830965,0.4572968670459089,neutral,neutral
2024-02-27,-0.7394415688445218,0.4702075589662078,0.7342148518159658,1.4697666768713924,0.48368687970226104,0.4318169703462478,neutral,neutral
2024-02-28,-0.6943394140551582,0.4704589125220911,0.6721908584852863,1.4845898816660432,0.4832250596545656,0.4311634843693556,neutral,neutral
2024-02-29,-0.742480078500852,0.46267742425536795,0.6836264397844676,1.5024705783337924,0.47657359096819396,0.4184632929096817,neutral,neutral
2024-03-01,-0.7741546942041276,0.5005962045479829,0.6059107075478066,1.471170815247218,0.45088075828471996,0.3524107822000584,neutral,neutral
2024-03-04,-0.7323260140919597,0.486618096984533,0.6973386756374323,1.4675533361308037,0.47979602366520235,0.41953612065802937,neutral,neutral
2024-03-05,-0.6257815773213009,0.5407989963068034,0.7197291168231172,1.4639395556273374,0.5246715228589893,0.5044396697686382,off,neutral
2024-03-06,-0.6212910165799486,0.5425596265830286,0.5714846003768485,1.4193759764977532,0.4780322967194204,0.4014456184983274,neutral,neutral
2024-03-07,-0.6277735311634244,0.5539043572708413,0.5749508831119263,1.3625678544577349,0.4659123909192695,0.3714237516869467,neutral,neutral
2024-03-08,-0.5947518807971159,0.5634936995407968,0.43945388428793664,1.3539225609287329,0.4405295659900876,0.31357587764101746,neutral,neutral
2024-03-11,-0.5419820055566845,0.5661102506114111,0.6097779390424076,1.3667808629919187,0.5001717617722632,0.44398626240347305,neutral,neutral
2024-03-12,-0.6933517981606192,0.5303416818090885,0.45350712289919837,1.3755331531951471,0.41650753993570366,0.26920518698781903,neutral,neutral
2024-03-13,-0.7031092376971635,0.5181021356166231,0.3251084871881344,1.3576707083332173,0.37444302336020285,0.1799598579778009,neutral,neutral
2024-03-14,-0.6316433518173472,0.4953132848110359,0.37367915366677673,1.4155446320435756,0.4132234296760103,0.2716933184370445,neutral,neutral
2024-03-15,-0.6304423560755754,0.5033175705773009,0.3484313264156579,1.4222092136972473,0.41087893865365765,0.26461063917890526,neutral,neutral
2024-03-18,-0.6391214205617699,0.4682996087814376,0.49810473758010193,1.4370514125363967,0.44108358458404157,0.3399774497460081,neutral,neutral
2024-03-19,-0.6950048201296676,0.4583552992460227,0.41264093961292975,1.4600611211145649,0.4090131349609624,0.2721980828100492,neutral,neutral
2024-03-20,-0.7805162039725645,0.44518469882155626,0.1970023151586032,1.4186198204922364,0.32007265762495785,0.07985593920762274,neutral,neutral
2024-03-21,-0.7935438720617004,0.46258197835010667,0.1406286846321063,1.4784515250345809,0.3220295789887734,0.08013480190655176,neutral,neutral
2024-03-22,-0.7780220527722175,0.5012949314370465,0.14713744018332417,1.5218633520384013,0.3480684177216386,0.1277556713177302,neutral,neutral
2024-03-25,-0.7636025759986655,0.48495102406148793,0.18271723851834948,1.5008305755292755,0.3512240655276118,0.1387693189928561,neutral,neutral
2024-03-26,-0.7579713053975511,0.49259513674291416,0.13492985850559586,1.506392944817546,0.3439866586671262,0.12099370814297172,neutral,neutral
2024-03-27,-0.8083434316230304,0.5067018899458309,0.005842832382558898,1.5119494529811608,0.30403768592163005,0.029588261073776656,neutral,neutral
2024-03-28,-0.7829309415884919,0.517659198339483,0.008809608801475353,1.531804986592993,0.3188357130363649,0.05948723511330245,neutral,neutral
2024-04-01,-0.7124995425024094,0.4807318658035608,0.24089280277797423,1.5792186202129113,0.3970859365730092,0.24140253980299248,neutral,neutral
2024-04-02,-0.606937516573816,0.48240484064082584,0.31120705345644273,1.558148730537264,0.43620577701517915,0.326975615652307,neutral,neutral
2024-04-03,-0.6375958656891523,0.4812177212174766,0.35005290231074715,1.499316806710025,0.4232478911372741,0.29821251076435934,neutral,neutral
2024-04-04,-0.4155910818475605,0.49771379784583264,0.29805513506656006,1.485475136735484,0.466413246950079,0.3893305028623266,neutral,neutral
2024-04-05,-0.45069134641049996,0.46730486007913574,0.24398094226482012,1.503297433931319,0.4409729724661937,0.3414300466509342,neutral,neutral
2024-04-08,-0.5429221016103254,0.44590087184704263,0.3941989030249918,1.4863931908359946,0.44589271602442593,0.35731323216858024,neutral,neutral
2024-04-09,-0.5659151171064173,0.47257466859831215,0.37514060273346933,1.4868584892613825,0.4421646608716867,0.34215069635940804,neutral,neutral
2024-04-10,-0.4757178679386738,0.4244689189349817,0.697601769193553,1.5985542810869355,0.5612267753191991,0.6171502476709463,off,neutral
2024-04-11,-0.5734612058677261,0.4141845957810627,0.6758022484349584,1.600953223401836,0.5293697154375328,0.5496215176246823,off,neutral
2024-04-12,-0.3095842374150305,0.43867267524262027,0.7932928489618547,1.6778089084064927,0.6500475487989843,0.8096117855300098,off,off
2024-04-15,-0.09848046035962052,0.3917774687496572,1.0405135498816733,1.6943992276853386,0.7570524464892621,1.0578917640835959,off,off
2024-04-16,-0.18972151348420993,0.39133204305141334,0.9939383760096959,1.6987340142849374,0.7235707299654592,0.9843160614573001,off,off
2024-04-17,-0.21059001500439672,0.42759196176688613,0.8066207120262918,1.666368195514996,0.6724977135759443,0.8623737555404121,off,off
2024-04-18,-0.2336573879217328,0.40292853737531104,0.6689527075157469,1.6860184447701934,0.6310605754348796,0.7779144318277678,off,off
2024-04-19,-0.15554369184909667,0.3958415544159584,0.746067519473445,1.6852653424044806,0.6679076811111968,0.8608460457883779,off,off
2024-04-22,-0.35020805096675517,0.36888931595903013,0.6657304605639468,1.6773828425404465,0.590448642024167,0.6977686479698257,off,off
2024-04-23,-0.4876590275683329,0.3480671376302033,0.6148194152482356,1.6369202022061546,0.5280369318790652,0.5655165527120999,off,neutral
2024-04-24,-0.4567874062602004,0.3331078862143637,0.7145434925188231,1.6535308317941613,0.5610987010667869,0.6423043504112189,off,neutral
2024-04-25,-0.5227321482574685,0.32538023068592736,0.6650989330686267,1.6263438663799903,0.523522720469269,0.5614102418146549,off,neutral
2024-04-26,-0.5600623528659417,0.3313477560046335,0.5416764777052206,1.6602634037662,0.49330632115252815,0.4936646231545525,neutral,neutral
2024-04-29,-0.5995874346103006,0.34180035088222516,0.5719058728349502,1.6229036143855609,0.4842556008731089,0.47119447764941924,neutral,neutral
2024-04-30,-0.4916547804567424,0.35779218250679423,0.6324431040671016,1.6873360062349456,0.5464791280880248,0.6044631602499244,off,neutral
2024-05-01,-0.5201969695127912,0.35943697704464983,0.42964205099307995,1.639790671301805,0.4771681824566859,0.4510973374432858,neutral,neutral
2024-05-02,-0.5982609467016188,0.3596474118941328,0.43136643029337024,1.592303432862465,0.44626408208708734,0.38263458186617233,neutral,neutral
2024-05-03,-0.729138766944123,0.384597242832974,0.29039465513679397,1.5641927122452524,0.3775114608177243,0.2245551947518537,neutral,neutral
2024-05-06,-0.7290092537489495,0.3991338867134512,0.24694922742363254,1.565601589657076,0.37066886251130254,0.20594620542203157,neutral,neutral
2024-05-07,-0.7574975654994902,0.4020764236435103,0.3521814901229467,1.6015726561264902,0.39958325109836423,0.26916368959433007,neutral,neutral
2024-05-08,-0.7826759782237471,0.4002761826110324,0.2789798404953805,1.615140200100161,0.37793006124570666,0.22210609036859125,neutral,neutral
2024-05-09,-0.8166530717234604,0.4120242649878647,0.2274917934540783,1.5819464187002208,0.35120235135467587,0.15990525385983412,neutral,neutral
2024-05-10,-0.8319062805785526,0.3975266241244268,0.23876733793128566,1.589432281344292,0.34845499070536295,0.15775266608113808,neutral,neutral
2024-05-13,-0.7161539137614337,0.40310124929571967,0.5695255174526376,1.5796407758241675,0.45902840720277277,0.39977662002927816,neutral,neutral
2024-05-14,-0.735845374345054,0.4149845552653384,0.6051354587048942,1.5576717964862223,0.4604866090278502,0.3996820319881616,neutral,neutral
2024-05-15,-0.8425073930352062,0.4417352372384795,0.22511326673589524,1.4900250113994042,0.3285915305846432,0.10171058355558188,neutral,neutral
2024-05-16,-0.845643539812996,0.4482380875581574,0.16706128503236392,1.5006399238686943,0.3175739391615549,0.07583200324112288,neutral,neutral
2024-05-17,-0.8928180597345119,0.4265120760382334,0.09323694566539377,1.4990597147991906,0.28149766919207647,0.0021617263903236927,neutral,neutral
2024-05-20,-0.8750163919207183,0.4177683776464551,0.056914726220885316,1.5106788813213596,0.27758639831699544,-0.003977203842170429,neutral,neutral
2024-05-21,-0.9067674508730815,0.4393645247253968,-0.026141413327439165,1.5192408757279008,0.2564241340631942,-0.056163363705257596,neutral,neutral
2024-05-22,-0.8592310078832299,0.44556503271862136,-0.1109835432612223,1.5470749483162212,0.2556063574725976,-0.059420187802820545,neutral,neutral
2024-05-23,-0.8062045047015515,0.437688930508007,-0.001998848053190477,1.5637168334731135,0.29830060280659465,0.0367614465207009,neutral,neutral
2024-05-24,-0.8985475840823784,0.4306277445931486,-0.07882365817967428,1.5235291760258147,0.24419641958922766,-0.08076132251614576,neutral,neutral
2024-05-27,-0.8510098924067581,0.4305687506676999,-0.07881449269336493,1.5229445045808316,0.25592221753710215,-0.05502010341520175,neutral,neutral
2024-05-28,-0.7891712803382493,0.41310321938309397,0.1028768089648146,1.511204153545065,0.3095032253886811,0.06740584728249222,neutral,neutral
2024-05-29,-0.6392406948651573,0.3920301692632315,0.21546011319261466,1.5603186359069177,0.38214205587440164,0.2331758259274282,neutral,neutral
2024-05-30,-0.6182089092738952,0.4104383116247631,0.14512884240752336,1.521173262119318,0.3646328767194273,0.18938146795658412,neutral,neutral
2024-05-31,-0.7888431537776994,0.4183401944022002,0.14660151651551084,1.5155223103303492,0.3229052168675902,0.0955777995777849,neutral,neutral
2024-06-03,-0.7677667519447556,0.45919021667579546,0.22942000444550104,1.4612241919413749,0.3455169152794789,0.13414766285872107,neutral,neutral
2024-06-04,-0.7621180672728214,0.4980037348952028,0.41385166178094834,1.457655138931723,0.40184811708376317,0.2479336612904946,neutral,neutral
2024-06-05,-0.8203642394746108,0.49877418921469274,0.48293510987157495,1.4733432441435905,0.40867207593881183,0.26299215951905347,neutral,neutral
2024-06-06,-0.8257140655180845,0.5077774881860609,0.4399486085613349,1.4555795578211472,0.39439789726261465,0.22902390269486794,neutral,neutral
2024-06-07,-0.8652135112173177,0.45125293416842766,0.16654930789684858,1.5350891295492846,0.3219194650993108,0.08508060213175206,neutral,neutral
2024-06-10,-0.8077510181295565,0.4250005363802776,0.23628947619446572,1.5608297262037618,0.35359218016223715,0.16205945345662814,neutral,neutral
2024-06-11,-0.7954777977711135,0.45142396076306973,0.3289842670899551,1.568313158241607,0.38831089708087957,0.2316079704972902,neutral,neutral
2024-06-12,-0.884572439693062,0.47004427247406255,0.16375093919422531,1.5089608581865788,0.3145459075404512,0.0638107440253537,neutral,neutral
2024-06-13,-0.8954085359711605,0.5124829663530515,0.16969581014862326,1.5640719682825106,0.3377105522032562,0.10414389531279467,neutral,neutral
2024-06-14,-0.8158913052096212,0.5535712815708599,0.41513032278889084,1.5988776509570644,0.43792198752679845,0.3142204762961959,neutral,neutral
2024-06-17,-0.8058177256186009,0.5066645196273933,0.3825632684679638,1.5749469817009503,0.4145892610444266,0.27514617069079406,neutral,neutral
2024-06-18,-0.8552514610100415,0.5198345444927517,0.3502966503405821,1.568245224903364,0.3957812396816641,0.2302689877776558,neutral,neutral
2024-06-19,-0.8352458400184976,0.5197585338791448,0.35025137929698447,1.5676208048852682,0.400596219510725,0.24084781334838173,neutral,neutral
2024-06-20,-0.7469206526443776,0.49622801777708525,0.2353367441463683,1.6003751265103974,0.3962548089473683,0.23760405108853172,neutral,neutral
2024-06-21,-0.7556036011982051,0.4883838430196578,0.23381608697652212,1.6209566269322928,0.3968882389325669,0.24128249510497563,neutral,neutral
2024-06-24,-0.7411389606909758,0.5063004227676219,0.2669134214425631,1.5869145464403793,0.4047473574898971,0.2536751645621215,neutral,neutral
2024-06-25,-0.795015029426247,0.4916516795423937,0.3197079199063491,1.6004252634783882,0.404192458375221,0.25660234599212023,neutral,neutral
2024-06-26,-0.8268304423056767,0.4628394840796876,0.3477252832386034,1.6442410670382117,0.4069938480127065,0.27089968480578225,neutral,neutral
2024-06-27,-0.8608400748016025,0.469686161713282,0.2814092780464455,1.6293944355793455,0.3799124501343676,0.20935279538080598,neutral,neutral
2024-06-28,-0.8386222947144735,0.434700074969628,0.36795360322399906,1.6246688073309647,0.3971750477025296,0.256563076998933,neutral,neutral
2024-07-01,-0.8627090587315042,0.39910529523164895,0.5960101821047272,1.6270197252159342,0.4398565359552016,0.36051182671017107,neutral,neutral
2024-07-02,-0.8834804840085654,0.4314146692176217,0.6341347613365433,1.6081593213815604,0.44755706698179,0.3688071462407517,neutral,neutral
2024-07-03,-0.8766856883942064,0.46547412747193395,0.4942878211717838,1.575184181919939,0.4145651105423626,0.28670503327544167,neutral,neutral
2024-07-04,-0.8577669840633837,0.4654091005733328,0.4942171992079836,1.5745546404729218,0.41910348904771366,0.29666104392597115,neutral,neutral
2024-07-05,-0.8333423830976453,0.48484867623927475,0.3731870474674777,1.5214322823510897,0.38653140574004924,0.21911632194171682,neutral,neutral
2024-07-08,-0.8453076272348619,0.48623691043878925,0.34864478268462934,1.5339756306310193,0.380887424129894,0.20673946236432034,neutral,neutral
2024-07-09,-0.8297060424496934,0.4801202245483708,0.2786961882398256,1.544486603654778,0.36839924349832026,0.18086438651936565,neutral,neutral
2024-07-10,-0.7920577412267636,0.480763092433897,0.1994875813758727,1.5368237315940578,0.35625416604426596,0.15369401986739978,neutral,neutral
2024-07-11,-0.7841914448742769,0.49598663242952273,0.10085749514354216,1.4746882162312134,0.3218352247325003,0.0731210814035334,neutral,neutral
2024-07-12,-0.8347691879670972,0.5055919334207253,0.014779218376946119,1.438842277943702,0.28111106044356904,-0.019394167643555255,neutral,neutral
2024-07-15,-0.7618273993464114,0.4559145542474449,0.24521021983695035,1.448423565103804,0.34693023496044695,0.13882923973675268,neutral,neutral
2024-07-16,-0.7539698383667844,0.47300745163430225,0.2263495677944643,1.4559773116493313,0.35034112317782834,0.14185009207638546,neutral,neutral
2024-07-17,-0.6115614609173858,0.4870896573962832,0.14052685654688585,1.403017121622077,0.35476804366196507,0.14680220605437347,neutral,neutral
2024-07-18,-0.45152452211342325,0.4670992049288606,0.16951087769049764,1.4448908409199994,0.4074941003564836,0.26817822850136214,neutral,neutral
2024-07-19,-0.38637458007522363,0.4413084880127957,0.23885997429356426,1.467568824952104,0.44034067679581007,0.3474403052303676,neutral,neutral
2024-07-22,-0.563950002747865,0.40346133529321365,0.2436155098569835,1.4579659683018928,0.38527320267605625,0.23665912322764163,neutral,neutral
2024-07-23,-0.5848279209073621,0.39571024000153654,0.26123103629823813,1.471555239009373,0.38591714860044635,0.24036124726893648,neutral,neutral
2024-07-24,-0.2183895694797935,0.36969355358905626,0.25431972911264195,1.464975656574352,0.46764984244906416,0.42597540828837116,neutral,neutral
2024-07-25,-0.17201090183136306,0.40399359808384055,0.3820160828465248,1.4614254422504296,0.518856055337358,0.5295799612347439,off,neutral
2024-07-26,-0.4004638052617337,0.42470630321381847,0.34247778141351,1.456870992111123,0.45589781786917943,0.38610346109149796,neutral,neutral
2024-07-29,-0.3772305086247484,0.45127675143512913,0.3690613722396437,1.4805280423615197,0.480908914352886,0.4342953685693083,neutral,neutral
2024-07-30,-0.25685136846523726,0.45399995406234095,0.4219735765201433,1.4789810128573313,0.5245257937436445,0.5292476017245693,off,neutral
2024-07-31,-0.40365981730939193,0.47330651519932826,0.3916939012882025,1.4331205948265353,0.4736152985011685,0.41199373460822186,neutral,neutral
2024-08-01,-0.1573752969542076,0.535929963662074,0.46376497794051424,1.4648450577424008,0.5767911755976953,0.6221437091169382,off,neutral
2024-08-02,0.37271477273244563,0.6494182577587323,0.7761388268449926,1.3424796825523888,0.7851878849721399,1.0481310722391453,off,off
2024-08-05,2.0482260039524323,0.6808859406468616,1.0441144537396663,1.2896902215795827,1.2657291549796357,2.0934095414508542,off,off
2024-08-06,0.8489408181056792,0.5916934985983462,0.9846204134520476,1.3174898426426147,0.9356861431996719,1.393784425064474,off,off
2024-08-07,0.86422709208079,0.5348363199367859,0.7883961225936423,1.3402331240378467,0.8819231646622663,1.2903279840787278,off,off
2024-08-08,0.415854986609608,0.5027113140193642,0.7203142298172959,1.340812162549505,0.7449231732489433,0.9982881097805023,off,off
2024-08-09,0.038169105294864905,0.5486147022551734,0.6555400279341635,1.3333381173586307,0.6439154882107081,0.7644785336485703,off,off
2024-08-12,0.07571198238139297,0.5612285008671316,0.9547368768580655,1.3329154906768703,0.731148212695865,0.9538571540689221,off,off
2024-08-13,-0.2103500124316995,0.5818601488868211,0.9599157126692885,1.274121138861241,0.6513867469964127,0.7728695080943387,off,off
2024-08-14,-0.4235008553865879,0.6046621611591353,0.5975358303528312,1.274746480664809,0.5133609041975469,0.46229227653868465,off,neutral
2024-08-15,-0.5294850208254259,0.5701554211335387,0.5196080629455498,1.3156226391109531,0.46897527559115393,0.3741406856646239,neutral,neutral
2024-08-16,-0.5769079450661924,0.5682923238470994,0.49168885415516334,1.2628902885592763,0.43649088037383665,0.30267208277606067,neutral,neutral
2024-08-19,-0.5933911985844742,0.5742070266413227,0.7107889251898251,1.2051646316339975,0.47419234622016776,0.38442476575666634,neutral,neutral
2024-08-20,-0.4574053304554467,0.6044598527933741,0.7537823321458097,1.1595505036477962,0.5150968395328833,0.46580811399300537,off,neutral
2024-08-21,-0.4142486589000244,0.6039840025951099,0.7479585330171166,1.1189940311675641,0.5141719769699415,0.4634134056769687,off,neutral
2024-08-22,-0.272741022674231,0.5790796617116737,0.6615854927826065,1.1659953529776033,0.5334798711994131,0.5123445958739014,off,neutral
2024-08-23,-0.45948756693675064,0.5826367243543751,0.5755274124086529,1.0861996821378392,0.44621906299102915,0.3187366272661317,neutral,neutral
2024-08-26,-0.427370988456035,0.5892400497701688,0.6062891336515766,1.0990092567198868,0.4667918629213993,0.36244663212454376,neutral,neutral
2024-08-27,-0.5069006743042676,0.576649927971395,0.682871106428633,1.0685507385697561,0.4552927746663792,0.34073837033814625,neutral,neutral
2024-08-28,-0.3211061121799244,0.5630156241088753,0.6689787387913008,1.1226172651494783,0.5083763789674325,0.4611805089727339,neutral,neutral
2024-08-29,-0.4824841946409295,0.5392159887006331,0.6071600215090762,1.1474787612565447,0.45284264420633114,0.345686047822438,neutral,neutral
2024-08-30,-0.5542845728873996,0.5136129628428467,0.6391204107555443,1.183390545264034,0.44545983649375637,0.33690682725485394,neutral,neutral
2024-09-02,-0.4933860705893788,0.5135391429114395,0.6390180350172469,1.18306749965962,0.4605596517497319,0.3700899669230951,neutral,neutral
2024-09-03,0.07844413231150923,0.5810683159129075,0.8315605898164676,1.1958210880603877,0.671723531525318,0.8162227303671457,off,off
2024-09-04,0.14479914365592203,0.6028395659811898,0.9796955606877753,1.1482179725312027,0.7188880607140224,0.9142620033347807,off,off
2024-09-05,-0.012296917630586452,0.6157221630530952,0.8494573073882896,1.1227705813697306,0.6439132835451322,0.7454189457503835,off,off
2024-09-06,0.26206984313367165,0.6227258349707567,0.6224754673104279,1.1295225661291057,0.6591984278859906,0.7755095770194135,off,off
2024-09-09,-0.062146044532078316,0.6211099770058487,0.5435652034966831,1.1664426018803218,0.5672429344626939,0.5742936064423425,off,neutral
2024-09-10,-0.1030816806418351,0.6612208742891534,0.6558683157426464,1.1741746249341474,0.5970455335810281,0.6298930367216364,off,neutral
2024-09-11,-0.25689755545043746,0.6518478993735581,0.5187947603959786,1.1788858896275203,0.5231577484866549,0.46951038091276726,off,neutral
2024-09-12,-0.3254863587153694,0.6336005835133693,0.34606393234500044,1.1473932638974011,0.45039285526010037,0.3132692553069151,neutral,neutral
2024-09-13,-0.38189585960221767,0.6363592224840355,0.4230644860657459,1.120946587802998,0.44961860918764046,0.3111548769820555,neutral,neutral
2024-09-16,-0.31764147824137967,0.6526965361593539,0.4415960831532289,1.0854649956352918,0.4655290341766237,0.34127511113804565,neutral,neutral
2024-09-17,-0.26556786391144327,0.6511848833964806,0.45233027320909236,1.0982686774865573,0.4840539925451718,0.3824752657273385,neutral,neutral
2024-09-18,-0.19688711962028083,0.6075466108466522,0.363208604470468,1.0688332657187334,0.4606753403538932,0.3418042929224074,neutral,neutral
2024-09-19,-0.4072583806767582,0.5890274965429888,0.18411960148042256,1.069579360042596,0.3588670193473123,0.12228416825701013,neutral,neutral
2024-09-20,-0.4271380108728806,0.585756107270113,0.13490761610875612,1.0803800527507352,0.3434764413141809,0.0891576717287748,neutral,neutral
2024-09-23,-0.4558760031533594,0.5896727206385888,0.22098476713004095,1.10022394111745,0.3637513564331801,0.13332868731389613,neutral,neutral
2024-09-24,-0.5111933051399116,0.6030924984245332,0.20385820634367038,1.0446480968100724,0.33510137410959107,0.06627520497160358,neutral,neutral
2024-09-25,-0.5089049058928862,0.5611352395965392,0.15402751584747773,1.0997003062375261,0.3264895389471642,0.058736811053211664,neutral,neutral
2024-09-26,-0.5132634165386822,0.5468415677810892,0.10899855187601086,1.0632296910254557,0.30145159853596837,0.006925044235809544,neutral,neutral
2024-09-27,-0.33703525785215505,0.5598010180084267,0.180711675612647,1.048897221561875,0.3630936643326984,0.13892199916377027,neutral,neutral
2024-09-30,-0.3624773576007676,0.5445813307999436,0.24311924856777414,1.0848427105168459,0.377516483070949,0.17541701000751397,neutral,neutral
2024-10-01,-0.0820665430562002,0.6014631352503278,0.5291410420265046,1.1257956673961385,0.5435833254041926,0.526846291281507,off,neutral
2024-10-02,-0.12195604649293329,0.5809853419408154,0.46993021679982,1.1747662010840125,0.5259314283329286,0.493659988931072,off,neutral
2024-10-03,0.054297952379162254,0.544958908475997,0.4395448519064411,1.2056115483353307,0.5611033152742327,0.5803233117614154,off,neutral
2024-10-04,-0.08760304818574095,0.5068784552633461,0.4091617974722781,1.2585491141011467,0.5217465796627575,0.5045730771860566,off,neutral
2024-10-07,0.29268081496702547,0.4993722337322745,1.1320280792043456,1.2601919047931651,0.7960682581742027,1.1136992898828668,off,off
2024-10-08,0.15737448888685138,0.49565777866981264,1.1179293312154601,1.26082837955625,0.7579474945820935,1.0310900463349317,off,off
2024-10-09,0.09525732099995625,0.48366160725558727,1.0762257618100721,1.2986451001091104,0.7384474475436815,0.9915996679427048,off,off
2024-10-10,0.10300971368162597,0.47848632361271737,0.9009712151677974,1.3042794146446397,0.6966866667766951,0.8999902940941935,off,off
2024-10-11,0.05086734618426604,0.4534347842027563,0.9581205122340102,1.2938343365133416,0.6890642447835935,0.8903752761869982,off,off
2024-10-14,-0.03344437676646855,0.4497176851410772,0.9579129353643389,1.3346338251206555,0.6772050172149008,0.8663666986971221,off,off
2024-10-15,0.07084432141854936,0.4948750365853848,1.2206354052802946,1.330196463198015,0.779137806620561,1.0801513495897772,off,off
2024-10-16,-0.04677482421727672,0.5069771289810957,1.0591274513274582,1.362926055242104,0.7205639528333453,0.9473494173462971,off,off
2024-10-17,-0.09892365857228012,0.45430566029206976,1.0672775004610107,1.386590291395867,0.7023124483941668,0.9217648354745914,off,off
2024-10-18,-0.21876846553988472,0.4226543767399747,1.0967321719321796,1.3519896630242452,0.6631519365391287,0.8444275542595493,off,off
2024-10-21,-0.18100624932488454,0.3669247298490443,1.2711145588856916,1.4037720514679939,0.7152012727194613,0.9767868704659217,off,off
2024-10-22,-0.19985542446782317,0.3784547780192925,1.2800410267632767,1.4103294244226308,0.7172424511843443,0.9783431959880866,off,off
2024-10-23,-0.08437729101676862,0.3752493922738257,1.273359797372037,1.444988042165376,0.7523049851986175,1.0561803715314724,off,off
2024-10-24,-0.10213203691080032,0.37622020621705954,1.2258810944791627,1.4073473992656194,0.7268291657627604,0.9992390770612708,off,off
2024-10-25,0.036679179362429495,0.363930645694083,1.2531350211367946,1.4269472140109478,0.7701730150510637,1.0978749507182384,off,off
2024-10-28,-0.02218265981182815,0.33387605141613436,1.3283641264530472,1.432479618749304,0.7681342842016644,1.104010437044008,off,off
2024-10-29,-0.0732699222301678,0.34226418277539755,1.3564434915815984,1.427973524616639,0.7633528191858667,1.0916534146592582,off,off
2024-10-30,0.03892634918727069,0.346545438267514,1.3239204226340888,1.3983900897710544,0.776945574964982,1.1194692383030325,off,off
2024-10-31,0.35107930105421137,0.35332027440213193,1.4548490723019478,1.3969220430881757,0.8890426727116167,1.3644850071788486,off,off
2024-11-01,0.2088298078575682,0.31647417106197007,1.376386546221139,1.4265487439350593,0.8320598172689342,1.2490133915421764,off,off
2024-11-04,0.21991637283203577,0.3577042072169913,1.4859579852933695,1.3869470583527046,0.8626314059237753,1.3081549959924332,off,off
2024-11-05,0.054315923717956655,0.37545624288082885,1.310966610425824,1.3393557221979229,0.7700236248056331,1.0978076366796268,off,off
2024-11-06,-0.4146807100164148,0.2650478705388602,0.9271262801920852,1.5063892516735033,0.5709706730970086,0.6881015033863429,off,off
2024-11-07,-0.5335447468320427,0.3326251117692369,0.5203023055968229,1.4476892903733107,0.441767990226832,0.3806063453011158,neutral,neutral
2024-11-08,-0.5623653918317844,0.34908101011770054,0.3933564006394617,1.4963030887781967,0.41909377692589367,0.32508600259727694,neutral,neutral
2024-11-11,-0.5589475609359964,0.34198150286310763,0.3933053256256291,1.5498780246933224,0.43155432306151564,0.3549899631006488,neutral,neutral
2024-11-12,-0.5877670113103152,0.2964320110100396,0.65423916652121,1.5973812102423315,0.49007134411581643,0.49988899188213576,neutral,neutral
2024-11-13,-0.6643833788907213,0.25987183806502306,0.46003515371430354,1.6428262825057447,0.4245874738485875,0.3639347784952207,neutral,neutral
2024-11-14,-0.6320356009037654,0.2767607373983691,0.38046218768540935,1.6611725959387982,0.4215899800297028,0.35168476311523034,neutral,neutral
2024-11-15,-0.4284666199157622,0.2820542064251447,0.47163370207192185,1.6624742250484006,0.49692387840742624,0.5162962857835345,neutral,neutral
2024-11-18,-0.49068083392001655,0.28160629638394963,0.45776483281552494,1.6207231800338,0.4673533688283145,0.4515408326500793,neutral,neutral
2024-11-19,-0.40498199357160286,0.28707518974764334,0.5510377202454139,1.6130561490022617,0.511546766355929,0.5480384970347548,neutral,neutral
2024-11-20,-0.3148396428857188,0.2676157543526092,0.5980772472764122,1.659442298967545,0.552573914427712,0.644111149774347,off,neutral
2024-11-21,-0.3470585296512345,0.2532642682166498,0.4542116007991755,1.687759995859754,0.5120443338060862,0.5573325831811522,neutral,neutral
2024-11-22,-0.5283383117189168,0.263902345243414,0.3712967470562248,1.7390476156494217,0.4614770990575359,0.44324320084270386,neutral,neutral
2024-11-25,-0.5994597491923515,0.3417002840462323,0.39586775497026916,1.6712558207968125,0.45234102765524065,0.40243830548253606,neutral,neutral
2024-11-26,-0.6549937969516981,0.3355994580338036,0.37239669670551734,1.6895438194476966,0.43563654430882987,0.3674529363221174,neutral,neutral
2024-11-27,-0.654888828557234,0.341306006678309,0.3291081046760284,1.59583544688279,0.4028401824199734,0.29254090127472265,neutral,neutral
